No.       IRAC1_mJy    Lum_Class Teff      RA          Dec         Av
16814  0.000663316       5    3064       166.36289      -77.334473      2.13
16824  0.000336309       5    3039       166.56168      -77.447075     19.66
16826   0.00197662       5    3062       166.24837      -77.444832      4.12
16833  4.04408e-05       5    3125       166.56540      -77.345428     52.66
16836   0.00270343       5    3200       166.23171      -77.315735      0.00
16843   0.00351815       5    3198       167.04602      -77.342018      0.00
16847   0.00522775       5    3182       166.78516      -77.475769      0.00
16855  0.000474577       5    3247       166.76090      -77.394531     24.85
16864   0.00275834       5    3337       166.32050      -77.488396      0.36
16878   0.00623619       5    3372       167.07761      -77.393204      0.00
16891    0.0168800       5    3770       166.82155      -77.491844      0.00
16905    0.0127654       5    4754       166.38519      -77.463524     30.66
16913    0.0367656       5    6031       166.75746      -77.373528     35.56
16915  0.000629344       5    2995       166.19547      -77.324730      0.00
16937  0.000172819       5    3470       166.58638      -77.336510     46.10
16955   0.00787291       5    3652       166.12111      -77.462860      0.00
16974    0.0263075       5    3936       166.15384      -77.380829      2.44
17010    0.0130626       5    3775       166.63124      -77.461922      3.59
17012    0.0379511       5    4192       166.73970      -77.426735      5.98
17024  0.000177950       5    2989       166.36432      -77.444878     23.58
17033   0.00135227       5    3102       166.14891      -77.484718      0.00
17034  4.26589e-05       5    3065       166.66933      -77.416252     44.40
17042  0.000723177       5    3145       166.76517      -77.453621     16.97
17044   0.00109324       5    3160       166.12050      -77.468750      0.00
17056   0.00212968       5    3178       166.75297      -77.476845      0.00
17058   0.00166107       5    3177       166.47382      -77.344307      5.07
17079   0.00467644       5    3238       166.88368      -77.290039      0.00
17101    0.0113815       5    3517       166.21651      -77.359589      2.25
17111   0.00252345       5    3860       166.79445      -77.348671     29.87
17146  0.000961741       5    3294       166.58556      -77.452393     10.90
17163   0.00476957       5    3610       166.95116      -77.297600      0.00
17174   0.00487863       5    3655       167.09236      -77.412132      0.00
17185   0.00796040       5    3699       167.08324      -77.370567      0.00
17189  0.000630523       5    3804       166.29568      -77.370773     41.00
17196    0.0201795       5    3792       166.92876      -77.310631      0.00
17204    0.0309382       5    4150       166.31110      -77.316635      2.80
17217    0.0160254       5    4855       166.47403      -77.433601     21.84
17242   0.00160185       5    3485       167.06537      -77.429932      0.00
17248   0.00153914       5    3744       166.30525      -77.399353     14.68
17281  0.000916059       5    3119       166.50949      -77.319359      3.85
17288  0.000616081       5    3197       166.26552      -77.363586     19.86
17293   0.00124757       5    3103       166.55632      -77.364403      6.71
17302   0.00237857       5    3222       166.87707      -77.328613      0.00
17335   0.00609381       5    3434       166.24606      -77.452957      3.04
17339    0.0139346       5    3472       166.23874      -77.368660      0.08
17385  0.000122636       5    3268       166.76811      -77.378441     39.56
17403   0.00325978       5    3549       166.52583      -77.372047      7.58
17417  0.000525230       5    3650       166.67746      -77.405838     39.51
17429    0.0240572       5    3855       166.92848      -77.304085      0.00
17430    0.0158674       5    3866       167.06628      -77.358124      0.00
17471   0.00143405       5    3513       166.22743      -77.356567      0.60
17473   0.00112375       5    3539       166.75456      -77.447472     13.53
17479   0.00634067       5    3749       167.03264      -77.376694      0.00
17483   0.00267534       5    3970       166.38037      -77.325928     21.35
17493  0.000371417       5    3011       166.41534      -77.334671     16.18
17510   0.00179119       5    3133       166.87587      -77.339767      0.00
17537  0.000961746       5    3275       166.46594      -77.342491     17.10
17549   0.00395167       5    3363       166.48523      -77.480850      1.25
17555   0.00251237       5    3441       166.87303      -77.368675     22.33
17560   0.00787988       5    3449       167.01083      -77.327797      0.00
17562  0.000591571       5    3489       166.69556      -77.371429     33.19
17580    0.0249752       5    3864       166.48442      -77.380249      5.60
17590    0.0775726       5    4351       166.21979      -77.332886      0.21
17628   0.00341638       5    3525       166.24278      -77.477676      0.99
17632   0.00408633       5    3574       167.02197      -77.336670      0.00
17634   0.00168682       5    3617       166.38869      -77.328590     22.11
17638   0.00181820       5    3548       166.93837      -77.398376      8.73
17652    0.0149795       5    3748       166.49818      -77.291443      0.00
17659   0.00439113       5    3862       166.44606      -77.461876     16.60
17672    0.0254584       5    4150       166.45830      -77.338806      9.16
17683    0.0349273       5    4951       166.69347      -77.416206     13.19
17685    0.0376522       5    5198       166.46622      -77.328682     15.26
17698    0.0110759       4    6074       166.39923      -77.462692     52.40
17714    0.0547219       5    4594       166.81931      -77.459106      3.46
17726  0.000709738       5    3156       166.95160      -77.396851      8.23
17734  0.000948726       5    3058       166.89810      -77.466637      0.00
17739  0.000987084       5    3136       166.28191      -77.418938     11.26
17766  0.000152910       5    3167       166.89073      -77.376595     39.53
17772   0.00136520       5    3242       166.74603      -77.415329     11.75
17780   0.00494816       5    3334       166.18755      -77.323975      0.00
17783   0.00106504       5    3290       166.56824      -77.360962     15.38
17796   0.00327942       5    3517       166.45705      -77.391060      4.31
17866   0.00364397       5    3521       166.81581      -77.448128      3.99
17899    0.0147090       5    3854       166.31853      -77.432503      9.03
17900    0.0248225       5    3915       166.71523      -77.493736      0.00
17903    0.0162943       5    3973       166.49458      -77.499008      0.00
17925    0.0291933       5    5272       166.43732      -77.427505     20.41
17938   0.00169111       5    3410       167.04581      -77.354889      0.00
17960  0.000244261       5    3029       166.45961      -77.337593     16.07
17965  9.93162e-06       5    3086       166.51480      -77.399406     53.93
17974  0.000325415       5    3012       166.36038      -77.449516     14.00
17990   0.00528099       5    3183       166.70483      -77.302147      0.00
18006   0.00117457       5    3393       166.40562      -77.367790     16.99
18014   0.00132281       5    3522       166.94865      -77.389198     16.78
18038    0.0475755       5    4225       166.49458      -77.339973      4.67
18039    0.0179764       5    4383       166.40420      -77.423340     22.15
18041    0.0886560       5    4427       166.86958      -77.299797      0.00
18053  0.000557030       5    3241       166.95875      -77.402985     14.25
18101   0.00494289       5    3782       166.35924      -77.467964      6.84
18108    0.0174378       5    3819       166.88248      -77.473412      0.00
18118    0.0279012       5    4081       166.21236      -77.470215      1.46
18130    0.0786620       5    5058       166.19547      -77.291565      0.00
18143    0.0116815       5    6096       166.73024      -77.386642     44.26
18155  0.000633339       5    3907       166.76352      -77.368050     40.65
18159    0.0190517       5    4033       166.63152      -77.434296      5.69
